,x-value49,MH49_in_shelter,MH49_doorway,MH_49_with_pellet,MH49_eat_pellet,MH49_freeze,MH49_reaching,MH49_scanning,MH49_stim
22992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23008,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23021,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23022,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23023,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23026,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23027,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23028,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23029,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23030,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23031,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23033,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23034,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23035,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23036,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23037,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23038,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23040,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23041,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23042,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23044,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23047,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23049,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23050,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23051,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23052,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23053,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23054,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23055,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23060,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23061,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23062,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23065,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23066,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23068,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23069,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23070,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23073,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23074,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23076,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23077,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23079,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23080,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23081,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23083,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23087,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23089,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23090,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23093,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23097,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23099,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23102,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23106,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23110,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23113,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23115,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23121,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23123,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23124,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23129,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23130,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23132,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23134,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23137,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23140,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23141,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23148,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23149,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23150,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23151,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23155,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23157,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23158,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23159,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23169,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23170,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23171,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23173,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23179,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23180,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23181,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23185,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23187,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23190,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23197,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23202,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23205,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23210,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23211,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23212,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23220,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23221,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23230,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23231,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23237,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23239,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23241,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23242,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23244,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23245,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23250,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23251,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23252,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23254,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23259,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23260,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23261,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23262,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23263,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23266,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23269,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23270,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23274,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23278,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23279,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23281,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23282,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23287,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23290,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23292,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23299,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23301,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23303,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23305,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23309,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23310,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23311,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23313,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23315,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23317,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23318,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23325,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23326,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23327,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23330,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23331,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23339,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23340,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23341,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23342,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23343,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23347,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23348,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
